1 2 3 4 5 6
1 2 7 8 9 10
1 3 7 11 12 13
4 5 8 9 11 12
2 4 6 10 11 13
3 5 6 7 8 10
2 3 6 9 12 13
1 5 8 10 12 13
4 5 6 7 9 13
1 3 4 9 10 11
2 3 4 7 8 12
2 5 7 10 11 12
1 2 6 8 11 13
1 4 6 9 10 12
3 5 8 9 11 13
1 5 6 7 9 11
1 4 7 8 10 13
3 6 7 8 11 12
2 3 4 5 10 13
1 2 3 7 9 12
2 3 6 8 9 10
1 2 4 9 11 13
3 7 9 10 12 13
1 2 5 7 8 12
1 3 4 6 8 13
3 4 5 6 11 12
