1 2 3 4 5 6
1 7 8 9 10 11
2 7 12 13 14 15
3 4 8 9 12 13
3 5 10 11 14 15
4 6 8 10 12 14
5 6 9 11 13 15
1 2 9 10 13 14
1 3 6 7 12 15
2 4 5 7 8 11
2 3 6 7 9 10
1 4 5 7 13 14
1 2 8 11 12 15
4 5 9 12 14 15
3 6 8 11 13 14
4 5 8 10 13 15
4 5 10 11 12 13
3 4 9 11 14 15
5 6 8 9 12 14
1 2 3 5 7 9
1 2 4 6 7 9
1 2 3 5 10 12
1 2 4 6 7 10
