1 2 3 4 5 6
1 7 8 9 10 11
1 12 13 14 15 16
2 3 7 8 12 13
2 4 9 10 14 15
5 6 7 11 14 16
5 6 9 10 12 13
3 4 8 11 15 16
2 5 8 9 12 16
2 6 10 11 13 15
3 4 7 9 13 14
1 3 5 8 10 14
1 4 6 7 12 15
3 4 10 11 12 16
1 2 9 11 13 16
3 6 8 9 14 15
2 5 7 10 15 16
4 5 8 11 13 15
1 2 6 11 12 14
4 6 8 10 13 16
3 5 7 9 11 15
1 4 5 7 8 14
1 3 6 9 15 16
1 2 7 10 12 14
2 5 8 11 12 14
1 3 4 7 12 13
2 4 6 7 8 9
2 3 4 5 14 16
1 2 4 5 10 11
1 3 7 8 13 15
1 2 4 6 9 12
