1 2 3 4 5
1 6 7 8 9
1 10 11 12 13
2 6 10 14 15
3 7 11 14 16
4 8 12 15 16
2 5 9 13 16
3 5 6 8 13
4 5 7 9 10
3 9 11 12 15
1 4 13 14 15
2 7 8 12 14
2 4 6 11 16
1 3 8 10 16
5 6 12 14 16
1 5 7 11 15
4 8 9 11 14
3 4 7 10 13
6 7 9 13 15
2 8 10 11 15
1 2 3 9 12
5 9 10 12 14
4 6 7 10 12
2 7 13 15 16
1 3 6 9 16
2 5 11 12 13
5 9 10 11 15
3 5 8 13 14
1 2 6 7 14
9 10 12 13 16
1 7 8 11 16
3 4 14 15 16
1 2 6 8 12
1 6 10 11 13
2 3 4 8 15
2 3 5 7 9
1 2 4 5 6
